words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,Sentence,RemovalType,WordsKept,WordsRemoved,ListNumber,Code
"On the last day, there was a huge party that made the neighbors angry.",388,MC,On,the,last,"day,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,"On the last day, there was a huge party",2,9,5,2,MC388R2
Tim's classmate tried to steal his phone and password at some point.,392,LC,Tim's,classmate,tried,to,steal,his,phone,and,password,at,some,point.,,,,,119,password,9,Tim's classmate tried to steal his phone and,1,8,4,2,LC392R1
The farmer was raising cows and lots of little pigs behind the house.,394,MC,The,farmer,was,raising,cows,and,lots,of,little,pigs,behind,the,house.,,,,23,pigs,10,The farmer was raising cows and lots of little pigs behind,3,11,2,2,MC394R3
"When her wallet was missing, she found it under her pillow in the bedroom.",398,LC,When,her,wallet,was,"missing,",she,found,it,under,her,pillow,in,the,bedroom.,,,52,pillow,11,"When her wallet was missing, she found it under her pillow",2,11,3,2,LC398R2
"On the plane, Timmy went up to the cockpit to meet the pilot and copilot.",399,HC,On,the,"plane,",Timmy,went,up,to,the,cockpit,to,meet,the,pilot,and,copilot.,,26,pilot,13,"On the plane, Timmy went up to the cockpit to meet the",1,12,3,2,HC399R1
"After a three hour wait, the men could see the plane on the runway.",404,LC,After,a,three,hour,"wait,",the,men,could,see,the,plane,on,the,runway.,,,62,plane,11,"After a three hour wait, the men could see the plane on",3,12,2,2,LC404R3
The king died because the assassin filled his cup with poison last night.,405,HC,The,king,died,because,the,assassin,filled,his,cup,with,poison,last,night.,,,,214,poison,11,The king died because the assassin filled his cup with poison,2,11,2,2,HC405R2
They needed to add more water to the heated pool after nightfall.,409,MC,They,needed,to,add,more,water,to,the,heated,pool,after,nightfall.,,,,,93,pool,10,They needed to add more water to the heated,1,9,3,2,MC409R1
She added chives and sour cream to the baked potato that looked delicious.,411,HC,She,added,chives,and,sour,cream,to,the,baked,potato,that,looked,delicious.,,,,121,potato,10,She added chives and sour cream to the baked potato that,3,11,2,2,HC411R3
The owner of the Italian restaurant felt very proud of his hard work.,415,MC,The,owner,of,the,Italian,restaurant,felt,very,proud,of,his,hard,work.,,,,15,proud,9,The owner of the Italian restaurant felt very proud,2,9,4,2,MC415R2
The drinks that they didn't finish made a big puddle on the floor.,419,LC,The,drinks,that,they,didn't,finish,made,a,big,puddle,on,the,floor.,,,,145,puddle,10,The drinks that they didn't finish made a big,1,9,4,2,LC419R1
"When the expert arrived, he immediately checked the woman for a pulse and called 911.",421,MC,When,the,expert,"arrived,",he,immediately,checked,the,woman,for,a,pulse,and,called,911,,45,pulse,12,"When the expert arrived, he immediately checked the woman for a pulse and",3,13,2,2,MC421R3
"Before the party, they bought a large pumpkin at the Farmer's market.",425,LC,Before,the,"party,",they,bought,a,large,pumpkin,at,the,Farmer's,market.,,,,,140,pumpkin,8,"Before the party, they bought a large pumpkin",2,8,4,2,LC425R2
He liked to study in the library because it was very quiet and peaceful.,426,HC,He,liked,to,study,in,the,library,because,it,was,very,quiet,and,peaceful.,,,218,quiet,12,He liked to study in the library because it was very,1,11,3,2,HC426R1
The crowd watched as the man picked up his racket and swung.,431,LC,The,crowd,watched,as,the,man,picked,up,his,racket,and,swung.,,,,,38,racket,10,The crowd watched as the man picked up his racket and,3,11,1,2,LC431R3
"Driving in the countryside, I could only hear static on the radio that evening.",432,HC,Driving,in,the,"countryside,",I,could,only,hear,static,on,the,radio,that,evening.,,,182,radio,12,"Driving in the countryside, I could only hear static on the radio",2,12,2,2,HC432R2
She brought a jacket to protect her from the rain and sleet.,436,MC,She,brought,a,jacket,to,protect,her,from,the,rain,and,sleet.,,,,,13,rain,10,She brought a jacket to protect her from the,1,9,3,2,MC436R1
He gathered the leaves into a pile using a rake earlier this afternoon.,438,HC,He,gathered,the,leaves,into,a,pile,using,a,rake,earlier,this,afternoon.,,,,73,rake,10,He gathered the leaves into a pile using a rake earlier,3,11,2,2,HC438R3
The old woman with the painful sunburn tried to get some relief like we suggested.,442,MC,The,old,woman,with,the,painful,sunburn,tried,to,get,some,relief,like,we,suggested.,,94,relief,12,The old woman with the painful sunburn tried to get some relief,2,12,3,2,MC442R2
"In the kitchen, she accidentally spilled a bunch of rice on the counter.",446,LC,In,the,"kitchen,",she,accidentally,spilled,a,bunch,of,rice,on,the,counter.,,,,61,rice,10,"In the kitchen, she accidentally spilled a bunch of",1,9,4,2,LC446R1
For my fiancée’s upcoming birthday I bought her a ring with a big diamond.,448,MC,For,my,fiancée’s,upcoming,birthday,I,bought,her,a,ring,with,a,big,diamond.,,,91,ring,10,For my fiancée’s upcoming birthday I bought her a ring with,3,11,3,2,MC448R3
"When Jeff went to the sports equipment store, he bought a rope made of nylon.",452,LC,When,Jeff,went,to,the,sports,equipment,"store,",he,bought,a,rope,made,of,nylon.,,90,rope,12,"When Jeff went to the sports equipment store, he bought a rope",2,12,3,2,LC452R2
The wind couldn't push the boat because it had a tear in the sail after all.,453,HC,The,wind,couldn't,push,the,boat,because,it,had,a,tear,in,the,sail,after,all.,46,sail,14,The wind couldn't push the boat because it had a tear in the,1,13,3,2,HC453R1
"On the last day, he decided to make a salad for everyone.",458,LC,On,the,last,"day,",he,decided,to,make,a,salad,for,everyone.,,,,,28,salad,10,"On the last day, he decided to make a salad for",3,11,1,2,LC458R3
The store reduced their prices during the annual sale which always attracted customers.,459,HC,The,store,reduced,their,prices,during,the,annual,sale,which,always,attracted,customers.,,,,161,sale,9,The store reduced their prices during the annual sale,2,9,4,2,HC459R2
My brother moved and transferred to a new school by the river.,463,MC,My,brother,moved,and,transferred,to,a,new,school,by,the,river.,,,,,58,school,9,My brother moved and transferred to a new,1,8,4,2,MC463R1
"To read the prophecy, he unrolled the ancient scroll from Germany.",465,HC,To,read,the,"prophecy,",he,unrolled,the,ancient,scroll,from,Germany.,,,,,,74,scroll,9,"To read the prophecy, he unrolled the ancient scroll from",3,10,1,2,HC465R3
Susan had a lot of trouble understanding the end of the sentence in the essay.,469,MC,Susan,had,a,lot,of,trouble,understanding,the,end,of,the,sentence,in,the,essay.,,69,sentence,12,Susan had a lot of trouble understanding the end of the sentence,2,12,3,2,MC469R2
"When the actor approached the audience, he started shaking all of a sudden.",473,LC,When,the,actor,approached,the,"audience,",he,started,shaking,all,of,a,sudden.,,,,165,shaking,9,"When the actor approached the audience, he started",1,8,5,2,LC473R1
The marine biologist was studying a rare white shark in the ocean.,475,MC,The,marine,biologist,was,studying,a,rare,white,shark,in,the,ocean.,,,,,42,shark,9,The marine biologist was studying a rare white shark in,3,10,2,2,MC475R3
His mom sternly warned him because it was very sharp at the end.,479,LC,His,mom,sternly,warned,him,because,it,was,very,sharp,at,the,end.,,,,48,sharp,10,His mom sternly warned him because it was very sharp,2,10,3,2,LC479R2
Sarah pulled the book off the shelf in the study.,480,HC,Sarah,pulled,the,book,off,the,shelf,in,the,study.,,,,,,,113,shelf,7,Sarah pulled the book off the,1,6,4,2,HC480R1
The accomplished artist carved the design on the large wooden shield covered in spikes.,485,LC,The,accomplished,artist,carved,the,design,on,the,large,wooden,shield,covered,in,spikes.,,,201,shield,11,The accomplished artist carved the design on the large wooden shield covered,3,12,2,2,LC485R3
He couldn't reach the high shelf because he was very short for his age.,486,HC,He,couldn't,reach,the,high,shelf,because,he,was,very,short,for,his,age.,,,63,short,11,He couldn't reach the high shelf because he was very short,2,11,3,2,HC486R2
"On their country drive, they had trouble seeing the small sign in the distance.",490,MC,On,their,country,"drive,",they,had,trouble,seeing,the,small,sign,in,the,distance.,,,189,sign,11,"On their country drive, they had trouble seeing the small",1,10,4,2,MC490R1
Long before he saw the ambulance's lights he heard the siren off in the distance.,492,HC,Long,before,he,saw,the,ambulance's,lights,he,heard,the,siren,off,in,the,distance.,,200,siren,11,Long before he saw the ambulance's lights he heard the siren off,3,12,3,2,HC492R3
She learned how to use makeup from her friends and sisters at home.,496,MC,She,learned,how,to,use,makeup,from,her,friends,and,sisters,at,home.,,,,117,sisters,11,She learned how to use makeup from her friends and sisters,2,11,2,2,MC496R2
The factory produces noxious chemicals that can damage your skin quite badly.,500,LC,The,factory,produces,noxious,chemicals,that,can,damage,your,skin,quite,badly.,,,,,198,skin,10,The factory produces noxious chemicals that can damage your,1,9,3,2,LC500R1
My nephew told us that he didn't want to sleep after all the commotion.,502,MC,My,nephew,told,us,that,he,didn't,want,to,sleep,after,all,the,commotion.,,,188,sleep,10,My nephew told us that he didn't want to sleep after,3,11,3,2,MC502R3
She decided not to apply because the college was too small and unimpressive.,506,LC,She,decided,not,to,apply,because,the,college,was,too,small,and,unimpressive.,,,,9,small,11,She decided not to apply because the college was too small,2,11,2,2,LC506R2
A boa constrictor is a very dangerous type of snake in the jungle.,507,HC,A,boa,constrictor,is,a,very,dangerous,type,of,snake,in,the,jungle.,,,,163,snake,10,A boa constrictor is a very dangerous type of,1,9,4,2,HC507R1
People always notice when I laugh or sneeze around other people.,512,LC,People,always,notice,when,I,laugh,or,sneeze,around,other,people.,,,,,,130,sneeze,8,People always notice when I laugh or sneeze around,3,9,2,2,LC512R3
"In the shower, he accidentally dropped the bar of soap yesterday afternoon.",513,HC,In,the,"shower,",he,accidentally,dropped,the,bar,of,soap,yesterday,afternoon.,,,,,138,soap,10,"In the shower, he accidentally dropped the bar of soap",2,10,2,2,HC513R2
"They were out of lemonade, so instead they drank soda all the time.",517,MC,They,were,out,of,"lemonade,",so,instead,they,drank,soda,all,the,time.,,,,192,soda,10,"They were out of lemonade, so instead they drank",1,9,4,2,MC517R1
She puckered her lips because the lemon was too sour and tangy.,519,HC,She,puckered,her,lips,because,the,lemon,was,too,sour,and,tangy.,,,,,216,sour,10,She puckered her lips because the lemon was too sour and,3,11,1,2,HC519R3
The arrow on the compass was pointing to the south I think.,523,MC,The,arrow,on,the,compass,was,pointing,to,the,south,I,think.,,,,,50,south,10,The arrow on the compass was pointing to the south,2,10,2,2,MC523R2
Hamilton and his coworkers were chatting together after the long speech about slavery.,527,LC,Hamilton,and,his,coworkers,were,chatting,together,after,the,long,speech,about,slavery.,,,,17,speech,11,Hamilton and his coworkers were chatting together after the long,1,10,3,2,LC527R1
The students at Hogwarts had trouble understanding the spell for some reason.,529,MC,The,students,at,Hogwarts,had,trouble,understanding,the,spell,for,some,reason.,,,,,186,spell,9,The students at Hogwarts had trouble understanding the spell for,3,10,2,2,MC529R3
My husband was trying to catch the large spider on our porch.,533,LC,My,husband,was,trying,to,catch,the,large,spider,on,our,porch.,,,,,64,spider,9,My husband was trying to catch the large spider,2,9,3,2,LC533R2
"After the meal, she ate her sundae with a small metal spoon with a long handle.",534,HC,After,the,"meal,",she,ate,her,sundae,with,a,small,metal,spoon,with,a,long,handle.,139,spoon,12,"After the meal, she ate her sundae with a small metal",1,11,5,2,HC534R1
The museum display had some pictures of a giant squid with long tentacles.,539,LC,The,museum,display,had,some,pictures,of,a,giant,squid,with,long,tentacles.,,,,134,squid,10,The museum display had some pictures of a giant squid with,3,11,2,2,LC539R3
"The audience shouted ""boo!"" until the actor walked off the stage all by himself.",540,HC,The,audience,shouted,"""boo!""",until,the,actor,walked,off,the,stage,all,by,himself.,,,109,stage,11,"The audience shouted ""boo!"" until the actor walked off the stage",2,11,3,2,HC540R2
My roommate needed some advice on how to remove the stain on his jacket.,544,MC,My,roommate,needed,some,advice,on,how,to,remove,the,stain,on,his,jacket.,,,116,stain,11,My roommate needed some advice on how to remove the,1,10,4,2,MC544R1
The hopeful girl wished upon a star up in the sky.,546,HC,The,hopeful,girl,wished,upon,a,star,up,in,the,sky.,,,,,,220,star,7,The hopeful girl wished upon a star up,3,8,3,2,HC546R3
"During timeout, Suzie had to sit on a stool in the corner.",550,MC,During,"timeout,",Suzie,had,to,sit,on,a,stool,in,the,corner.,,,,,164,stool,9,"During timeout, Suzie had to sit on a stool",2,9,3,2,MC550R2
Jan wasn't able to turn on the stove in the kitchen.,554,LC,Jan,wasn't,able,to,turn,on,the,stove,in,the,kitchen.,,,,,,27,stove,8,Jan wasn't able to turn on the,1,7,4,2,LC554R1
It's easy to recognize a bumblebee because of its stripes and markings.,556,MC,It's,easy,to,recognize,a,bumblebee,because,of,its,stripes,and,markings.,,,,,187,stripes,10,It's easy to recognize a bumblebee because of its stripes and,3,11,1,2,MC556R3
"Behind the storage shed, there were some dead branches and a stump beside the fence.",560,LC,Behind,the,storage,"shed,",there,were,some,dead,branches,and,a,stump,beside,the,fence.,,7,stump,12,"Behind the storage shed, there were some dead branches and a stump",2,12,3,2,LC560R2
"To make the cake sweet, he added some more sugar and cinnamon.",561,HC,To,make,the,cake,"sweet,",he,added,some,more,sugar,and,cinnamon.,,,,,199,sugar,10,"To make the cake sweet, he added some more",1,9,3,2,HC561R1
"Because he's visiting his grandma soon, he needed to buy a suit at Kohl's.",566,LC,Because,he's,visiting,his,grandma,"soon,",he,needed,to,buy,a,suit,at,Kohl's.,,,120,suit,12,"Because he's visiting his grandma soon, he needed to buy a suit at",3,13,1,2,LC566R3
At two o'clock the British family always has crumpets and tea on the back porch.,567,HC,At,two,o'clock,the,British,family,always,has,crumpets,and,tea,on,the,back,porch.,,204,tea,11,At two o'clock the British family always has crumpets and tea,2,11,4,2,HC567R2
Our mother told my sister to always clean her teeth before bedtime.,571,MC,Our,mother,told,my,sister,to,always,clean,her,teeth,before,bedtime.,,,,,80,teeth,10,Our mother told my sister to always clean her,1,9,3,2,MC571R1
Everett lit the campfire while I pitched the tent near the woods.,573,HC,Everett,lit,the,campfire,while,I,pitched,the,tent,near,the,woods.,,,,,155,tent,9,Everett lit the campfire while I pitched the tent near,3,10,2,2,HC573R3
The doctor said I have something stuck in my throat which is uncomfortable.,577,MC,The,doctor,said,I,have,something,stuck,in,my,throat,which,is,uncomfortable.,,,,88,throat,10,The doctor said I have something stuck in my throat,2,10,3,2,MC577R2
"After some discussion, they decided to remove the broken tooth that was infected.",581,LC,After,some,"discussion,",they,decided,to,remove,the,broken,tooth,that,was,infected.,,,,82,tooth,10,"After some discussion, they decided to remove the broken",1,9,4,2,LC581R1
The bicycle was swerving and crashed into a large tree in the front yard.,583,MC,The,bicycle,was,swerving,and,crashed,into,a,large,tree,in,the,front,yard.,,,71,tree,10,The bicycle was swerving and crashed into a large tree in,3,11,3,2,MC583R3
Ben was being so violent that he tried to smash the truck in the garage.,587,LC,Ben,was,being,so,violent,that,he,tried,to,smash,the,truck,in,the,garage.,,41,truck,12,Ben was being so violent that he tried to smash the truck,2,12,3,2,LC587R2
"There's no need to lie, you can tell me the truth about Sarah.",588,HC,There's,no,need,to,"lie,",you,can,tell,me,the,truth,about,Sarah.,,,,19,truth,11,"There's no need to lie, you can tell me the",1,10,3,2,HC588R1
The smugglers could not find a buyer for their tusks before nightfall.,593,LC,The,smugglers,could,not,find,a,buyer,for,their,tusks,before,nightfall.,,,,,118,tusks,10,The smugglers could not find a buyer for their tusks before,3,11,1,2,LC593R3
The city lies between two hills in a valley somewhere in Colorado.,594,HC,The,city,lies,between,two,hills,in,a,valley,somewhere,in,Colorado.,,,,,156,valley,9,The city lies between two hills in a valley,2,9,3,2,HC594R2
To add flavor to the frosting he added maple syrup and vanilla which is his favorite.,598,MC,To,add,flavor,to,the,frosting,he,added,maple,syrup,and,vanilla,which,is,his,favorite.,40,vanilla,12,To add flavor to the frosting he added maple syrup and,1,11,5,2,MC598R1
"To display the roses, Katie put them in an expensive vase made of porcelain.",600,HC,To,display,the,"roses,",Katie,put,them,in,an,expensive,vase,made,of,porcelain.,,,104,vase,11,"To display the roses, Katie put them in an expensive vase made",3,12,2,2,HC600R3
She wore a beautiful gown and a veil made of silk.,604,MC,She,wore,a,beautiful,gown,and,a,veil,made,of,silk.,,,,,,103,veil,8,She wore a beautiful gown and a veil,2,8,3,2,MC604R2
"Before leaving to buy groceries, my aunt suddenly lost her voice and couldn't speak.",608,LC,Before,leaving,to,buy,"groceries,",my,aunt,suddenly,lost,her,voice,and,couldn't,speak.,,,160,voice,11,"Before leaving to buy groceries, my aunt suddenly lost her",1,10,4,2,LC608R1
"In countries with strict religious codes, women aren't allowed to vote for some reason.",610,MC,In,countries,with,strict,religious,"codes,",women,aren't,allowed,to,vote,for,some,reason.,,,87,vote,11,"In countries with strict religious codes, women aren't allowed to vote for",3,12,2,2,MC610R3
The lazy teenager didn't want to go to the wedding for some reason.,614,LC,The,lazy,teenager,didn't,want,to,go,to,the,wedding,for,some,reason.,,,,68,wedding,10,The lazy teenager didn't want to go to the wedding,2,10,3,2,LC614R2
The woman would need a raincoat to avoid getting wet out there.,615,HC,The,woman,would,need,a,raincoat,to,avoid,getting,wet,out,there.,,,,,127,wet,10,The woman would need a raincoat to avoid getting,1,9,3,2,HC615R1
My brother remembered to bring his whistle during the soccer game.,620,LC,My,brother,remembered,to,bring,his,whistle,during,the,soccer,game.,,,,,,76,whistle,7,My brother remembered to bring his whistle during,3,8,3,2,LC620R3
"At the vineyard, he bought a fancy bottle of wine from France.",621,HC,At,the,"vineyard,",he,bought,a,fancy,bottle,of,wine,from,France.,,,,,60,wine,10,"At the vineyard, he bought a fancy bottle of wine",2,10,2,2,HC621R2
The king remembered that he had one final wish from the lamp.,625,MC,The,king,remembered,that,he,had,one,final,wish,from,the,lamp.,,,,,77,wish,9,The king remembered that he had one final,1,8,4,2,MC625R1
The kids thought that the scary old woman was probably a witch after all.,627,HC,The,kids,thought,that,the,scary,old,woman,was,probably,a,witch,after,all.,,,78,witch,12,The kids thought that the scary old woman was probably a witch after,3,13,1,2,HC627R3
"To repair the cabinet, he needed several different types of wood with smooth edges.",631,MC,To,repair,the,"cabinet,",he,needed,several,different,types,of,wood,with,smooth,edges.,,,179,wood,11,"To repair the cabinet, he needed several different types of wood",2,11,3,2,MC631R2
The new factory produced a large amount of wool that was very warm.,635,LC,The,new,factory,produced,a,large,amount,of,wool,that,was,very,warm.,,,,129,wool,9,The new factory produced a large amount of,1,8,5,2,LC635R1
"Despite his best efforts, he couldn't recognize a single word the entire time.",637,MC,Despite,his,best,"efforts,",he,couldn't,recognize,a,single,word,the,entire,time.,,,,115,word,10,"Despite his best efforts, he couldn't recognize a single word the",3,11,2,2,MC637R3
Emily had trouble finding the right color of yarn at the market.,641,LC,Emily,had,trouble,finding,the,right,color,of,yarn,at,the,market.,,,,,56,yarn,9,Emily had trouble finding the right color of yarn,2,9,3,2,LC641R2
"To record some high school memories, he had everyone sign his yearbook after graduation.",642,HC,To,record,some,high,school,"memories,",he,had,everyone,sign,his,yearbook,after,graduation.,,,170,yearbook,12,"To record some high school memories, he had everyone sign his",1,11,3,2,HC642R1
Jennifer asked a close friend if they could go to the zoo in San Diego.,647,LC,Jennifer,asked,a,close,friend,if,they,could,go,to,the,zoo,in,San,Diego.,,6,zoo,12,Jennifer asked a close friend if they could go to the zoo in,3,13,2,2,LC647R3
