words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos
"In Santa's workshop, the toys are made by the elves on Christmas Eve.",189,HC,In,Santa's,"workshop,",the,toys,are,made,by,the,elves,on,Christmas,Eve.,,,,197,elves,10
His children thought the games were made by the elves on Christmas Eve.,190,MC,His,children,thought,the,games,were,made,by,the,elves,on,Christmas,Eve.,,,,197,elves,10
Timmy wanted to hear another bedtime story about the elves on Christmas Eve.,191,LC,Timmy,wanted,to,hear,another,bedtime,story,about,the,elves,on,Christmas,Eve.,,,,197,elves,10
"Melissa was crying, and we saw tears in her eyes which were bright blue.",192,HC,Melissa,was,"crying,",and,we,saw,tears,in,her,eyes,which,were,bright,blue.,,,10,eyes,10
"During the checkup, the doctor looked carefully into her eyes which were bright blue.",193,MC,During,the,"checkup,",the,doctor,looked,carefully,into,her,eyes,which,were,bright,blue.,,,10,eyes,10
Her new wallpaper was the same color as her eyes which were bright blue.,194,LC,Her,new,wallpaper,was,the,same,color,as,her,eyes,which,were,bright,blue.,,,10,eyes,10
Old McDonald had plenty of animals on his farm in Pennsylvania.,195,HC,Old,McDonald,had,plenty,of,animals,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9
My uncle planted lots of trees on his farm in Pennsylvania.,196,MC,My,uncle,planted,lots,of,trees,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9
My uncle is installing solar panels on his farm in Pennsylvania.,197,LC,My,uncle,is,installing,solar,panels,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9
"Because he loved to work the land, Jim became a farmer in his hometown.",198,HC,Because,he,loved,to,work,the,"land,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11
"After returning home from the big city, Jim became a farmer in his hometown.",199,MC,After,returning,home,from,the,big,"city,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11
"After he returned home from his travels, Jim became a farmer in his hometown.",200,LC,After,he,returned,home,from,his,"travels,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11
"Before mopping, he had to sweep the floor because the boss insisted.",201,HC,Before,"mopping,",he,had,to,sweep,the,floor,because,the,boss,insisted.,,,,,32,floor,8
All the books were stacked on the floor because the boss insisted.,202,MC,All,the,books,were,stacked,on,the,floor,because,the,boss,insisted.,,,,,32,floor,8
After the party the butler cleaned the floor because the boss insisted.,203,LC,After,the,party,the,butler,cleaned,the,floor,because,the,boss,insisted.,,,,,32,floor,8
"To keep the dough from sticking, she dusted her hands with flour from the store.",204,HC,To,keep,the,dough,from,"sticking,",she,dusted,her,hands,with,flour,from,the,store.,,146,flour,12
The chef dumped out the measuring cup that was filled with flour from the store.,205,MC,The,chef,dumped,out,the,measuring,cup,that,was,filled,with,flour,from,the,store.,,146,flour,12
"At the end of the day, her clothes were covered with flour from the store.",206,LC,At,the,end,of,the,"day,",her,clothes,were,covered,with,flour,from,the,store.,,146,flour,12
"Pam received a rose, but preferred any other species of flower according to Alan.",207,HC,Pam,received,a,"rose,",but,preferred,any,other,species,of,flower,according,to,Alan.,,,185,flower,11
"As an anniversary gift, she received a rare kind of flower according to Alan.",208,MC,As,an,anniversary,"gift,",she,received,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11
Charlotte finished reading a book about a rare kind of flower according to Alan.,209,LC,Charlotte,finished,reading,a,book,about,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11
"After the goose injured its wing, it could no longer fly or move around.",210,HC,After,the,goose,injured,its,"wing,",it,could,no,longer,fly,or,move,around.,,,172,fly,11
"When it's locked in a cage, it can no longer fly or move around.",211,MC,When,it's,locked,in,a,"cage,",it,can,no,longer,fly,or,move,around.,,,172,fly,11
"When he dropped the new toy, it could no longer fly or move around.",212,LC,When,he,dropped,the,new,"toy,",it,could,no,longer,fly,or,move,around.,,,172,fly,11
"The editor, who hates Times New Roman, decided to switch the font of the magazine.",213,HC,The,"editor,",who,hates,Times,New,"Roman,",decided,to,switch,the,font,of,the,magazine.,,181,font,12
"Brenda is the editor, and she recently decided to switch the font of the magazine.",214,MC,Brenda,is,the,"editor,",and,she,recently,decided,to,switch,the,font,of,the,magazine.,,181,font,12
Brenda had a change of heart and decided to switch the font of the magazine.,215,LC,Brenda,had,a,change,of,heart,and,decided,to,switch,the,font,of,the,magazine.,,181,font,12
"To display the beautiful photo, she ordered an elegant frame made of silver.",216,HC,To,display,the,beautiful,"photo,",she,ordered,an,elegant,frame,made,of,silver.,,,,150,frame,10
The burglar stole the painting but left the elegant frame made of silver.,217,MC,The,burglar,stole,the,painting,but,left,the,elegant,frame,made,of,silver.,,,,150,frame,10
"While she was shopping yesterday, she bought an elegant frame made of silver.",218,LC,While,she,was,shopping,"yesterday,",she,bought,an,elegant,frame,made,of,silver.,,,,150,frame,10
Apples are definitely his favorite type of fruit as well.,219,HC,Apples,are,definitely,his,favorite,type,of,fruit,as,well.,,,,,,,178,fruit,8
The farmers were selling a lot of fruit as well.,220,MC,The,farmers,were,selling,a,lot,of,fruit,as,well.,,,,,,,178,fruit,8
Jason brought his parents a lot of fruit as well.,221,LC,Jason,brought,his,parents,a,lot,of,fruit,as,well.,,,,,,,178,fruit,8
Gasoline usually costs about three dollars for a gallon in Virginia.,222,HC,Gasoline,usually,costs,about,three,dollars,for,a,gallon,in,Virginia.,,,,,,122,gallon,9
The thirsty police officer could probably drink a gallon in Virginia.,223,MC,The,thirsty,police,officer,could,probably,drink,a,gallon,in,Virginia.,,,,,,122,gallon,9
The store always charged too much for a gallon in Virginia.,224,LC,The,store,always,charged,too,much,for,a,gallon,in,Virginia.,,,,,,122,gallon,9
"Her vision was terrible, and she has to wear glasses in class.",225,HC,Her,vision,was,"terrible,",and,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10
She looks very different when she has to wear glasses in class.,226,MC,She,looks,very,different,when,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10
Her mother was adamant that she has to wear glasses in class.,227,LC,Her,mother,was,adamant,that,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10
The doctor wore the sterile rubber gloves in the hospital.,228,HC,The,doctor,wore,the,sterile,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7
The trainee used the thick rubber gloves in the hospital.,229,MC,The,trainee,used,the,thick,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7
The child carried the black rubber gloves in the hospital.,230,LC,The,child,carried,the,black,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7
The soccer team celebrated after their player scored a goal during the game.,231,HC,The,soccer,team,celebrated,after,their,player,scored,a,goal,during,the,game.,,,,137,goal,10
"Their team never won, because they never got a goal during the game.",232,MC,Their,team,never,"won,",because,they,never,got,a,goal,during,the,game.,,,,137,goal,10
He knew that it was important to have a goal during the game.,233,LC,He,knew,that,it,was,important,to,have,a,goal,during,the,game.,,,,137,goal,10
The collector's most valuable coins were made of silver and gold from India.,234,HC,The,collector's,most,valuable,coins,were,made,of,silver,and,gold,from,India.,,,,215,gold,11
The miners were able to extract lots of iron and gold from India.,235,MC,The,miners,were,able,to,extract,lots,of,iron,and,gold,from,India.,,,,215,gold,11
"Brazil is known to import lots of lumber, livestock, and gold from India.",236,LC,Brazil,is,known,to,import,lots,of,"lumber,","livestock,",and,gold,from,India.,,,,215,gold,11
"Before eating dinner, the family held hands to say grace around the table.",237,HC,Before,eating,"dinner,",the,family,held,hands,to,say,grace,around,the,table.,,,,114,grace,10
The family wondered whether the visitors wanted to say grace around the table.,238,MC,The,family,wondered,whether,the,visitors,wanted,to,say,grace,around,the,table.,,,,114,grace,10
Timmy listened to hear if the men would say grace around the table.,239,LC,Timmy,listened,to,hear,if,the,men,would,say,grace,around,the,table.,,,,114,grace,10
On the mashed potatoes she poured a delicious gravy that tastes great.,240,HC,On,the,mashed,potatoes,she,poured,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9
She thickened the stock to make a delicious gravy that tastes great.,241,MC,She,thickened,the,stock,to,make,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9
The restaurant was famous for making a delicious gravy that tastes great.,242,LC,The,restaurant,was,famous,for,making,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9
The passwords were stolen by a brilliant hacker living in San Bernardino.,243,HC,The,passwords,were,stolen,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8
The security experts were arresting a brilliant hacker living in San Bernardino.,244,MC,The,security,experts,were,arresting,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8
The software was designed by a brilliant hacker living in San Bernardino.,245,LC,The,software,was,designed,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8
The barber gave Brian a nice looking haircut with clean lines.,246,HC,The,barber,gave,Brian,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8
"That weekend, Brian got a nice looking haircut with clean lines.",247,MC,That,"weekend,",Brian,got,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8
We noticed Brian had a nice looking haircut with clean lines.,248,LC,We,noticed,Brian,had,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8
"The angry visitor said hello, but he refused to shake my hand at the office.",249,HC,The,angry,visitor,said,"hello,",but,he,refused,to,shake,my,hand,at,the,office.,,191,hand,12
"I couldn't finish writing, because there was something wrong with my hand at the office.",250,MC,I,couldn't,finish,"writing,",because,there,was,something,wrong,with,my,hand,at,the,office.,,191,hand,12
I was very uncomfortable because I had a cramp in my hand at the office.,251,LC,I,was,very,uncomfortable,because,I,had,a,cramp,in,my,hand,at,the,office.,,191,hand,12
The child couldn't carry the luggage because it was too heavy and bulky.,252,HC,The,child,couldn't,carry,the,luggage,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11
Ben didn't like his vacuum cleaner because it was too heavy and bulky.,253,MC,Ben,didn't,like,his,vacuum,cleaner,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11
The hikers didn't buy the tent because it was too heavy and bulky.,254,LC,The,hikers,didn't,buy,the,tent,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11
"They didn't have a puck or skates, so they couldn't play hockey at school.",255,HC,They,didn't,have,a,puck,or,"skates,",so,they,couldn't,play,hockey,at,school.,,,174,hockey,12
My brother got his teeth knocked out while trying to play hockey at school.,256,MC,My,brother,got,his,teeth,knocked,out,while,trying,to,play,hockey,at,school.,,,174,hockey,12
"Because football season is over, Bill is now training to play hockey at school.",257,LC,Because,football,season,is,"over,",Bill,is,now,training,to,play,hockey,at,school.,,,174,hockey,12
The fisherman attached the worm to the hook with the sharp point.,258,HC,The,fisherman,attached,the,worm,to,the,hook,with,the,sharp,point.,,,,,219,hook,8
We definitely saw the fish swallow the hook with the sharp point.,259,MC,We,definitely,saw,the,fish,swallow,the,hook,with,the,sharp,point.,,,,,219,hook,8
James didn't have enough money for the hook with the sharp point.,260,LC,James,didn't,have,enough,money,for,the,hook,with,the,sharp,point.,,,,,219,hook,8
"To water the huge garden, they needed a long hose with an attachment.",261,HC,To,water,the,huge,"garden,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10
"Outside in the back yard, they needed a long hose with an attachment.",262,MC,Outside,in,the,back,"yard,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10
"Over at the loading dock, they needed a long hose with an attachment.",263,LC,Over,at,the,loading,"dock,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10
"For their anniversary in Seattle, they booked a room at a nice hotel in town.",264,HC,For,their,anniversary,in,"Seattle,",they,booked,a,room,at,a,nice,hotel,in,town.,,131,hotel,13
"For the wedding reception, they were supposed to meet at a nice hotel in town.",265,MC,For,the,wedding,"reception,",they,were,supposed,to,meet,at,a,nice,hotel,in,town.,,131,hotel,13
The investment banker was supposed to meet his client at a nice hotel in town.,266,LC,The,investment,banker,was,supposed,to,meet,his,client,at,a,nice,hotel,in,town.,,131,hotel,13
"After hours of brainstorming, they had run out of ideas to solve the problem.",267,HC,After,hours,of,"brainstorming,",they,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10
The consultant said that he had run out of ideas to solve the problem.,268,MC,The,consultant,said,that,he,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10
The chef said that he had run out of ideas to solve the problem.,269,LC,The,chef,said,that,he,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10
"Using ice and snow, the traditional Eskimo family built a small igloo on a hill.",270,HC,Using,ice,and,"snow,",the,traditional,Eskimo,family,built,a,small,igloo,on,a,hill.,,101,igloo,12
"To get warm, the two arctic explorers climbed inside a small igloo on a hill.",271,MC,To,get,"warm,",the,two,arctic,explorers,climbed,inside,a,small,igloo,on,a,hill.,,101,igloo,12
The shivering family was huddled in the shelter of a small igloo on a hill.,272,LC,The,shivering,family,was,huddled,in,the,shelter,of,a,small,igloo,on,a,hill.,,101,igloo,12
His green pen had just run out of ink in the office.,273,HC,His,green,pen,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9
The famous writer had just run out of ink in the office.,274,MC,The,famous,writer,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9
The supply cabinet had just run out of ink in the office.,275,LC,The,supply,cabinet,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9
The diabetic lady needed to inject some insulin to control her blood sugar.,276,HC,The,diabetic,lady,needed,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8
She brought the needle to inject some insulin to control her blood sugar.,277,MC,She,brought,the,needle,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8
The homeless woman tried to inject some insulin to control her blood sugar.,278,LC,The,homeless,woman,tried,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8
I smoothed out the wrinkled pants with the new iron in the bedroom.,279,HC,I,smoothed,out,the,wrinkled,pants,with,the,new,iron,in,the,bedroom.,,,,29,iron,10
I accidentally burned my hand while using the new iron in the bedroom.,280,MC,I,accidentally,burned,my,hand,while,using,the,new,iron,in,the,bedroom.,,,,29,iron,10
I saw some steam coming out of the new iron in the bedroom.,281,LC,I,saw,some,steam,coming,out,of,the,new,iron,in,the,bedroom.,,,,29,iron,10
The sailors saw a single palm tree in the center of the island in Bermuda.,282,HC,The,sailors,saw,a,single,palm,tree,in,the,center,of,the,island,in,Bermuda.,,183,island,13
The rescue workers recently found an old hermit living alone on the island in Bermuda.,283,MC,The,rescue,workers,recently,found,an,old,hermit,living,alone,on,the,island,in,Bermuda.,,183,island,13
The rescue workers just learned that the captain had died on the island in Bermuda.,284,LC,The,rescue,workers,just,learned,that,the,captain,had,died,on,the,island,in,Bermuda.,,183,island,13
She smothered the sandwich with peanut butter and lots of jelly made from raspberries.,285,HC,She,smothered,the,sandwich,with,peanut,butter,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11
"Every Spring, the farmers would make jam and lots of jelly made from raspberries.",286,MC,Every,"Spring,",the,farmers,would,make,jam,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11
"At Costco, she bought some crisp apples and lots of jelly made from raspberries.",287,LC,At,"Costco,",she,bought,some,crisp,apples,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11
He usually eats a whole orange rather than just drinking the juice at breakfast.,288,HC,He,usually,eats,a,whole,orange,rather,than,just,drinking,the,juice,at,breakfast.,,,81,juice,12
My husband was flipping the pancakes and I was pouring the juice at breakfast.,289,MC,My,husband,was,flipping,the,pancakes,and,I,was,pouring,the,juice,at,breakfast.,,,81,juice,12
The elderly man started to choke and sputter while drinking the juice at breakfast.,290,LC,The,elderly,man,started,to,choke,and,sputter,while,drinking,the,juice,at,breakfast.,,,81,juice,12
She's locked out because she forgot to take her keys with her.,291,HC,She's,locked,out,because,she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10
"As she rushed out, she forgot to take her keys with her.",292,MC,As,she,rushed,"out,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10
"While running her errands, she forgot to take her keys with her.",293,LC,While,running,her,"errands,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10
The curse could only be broken by her true love's first kiss on the lips.,294,HC,The,curse,could,only,be,broken,by,her,TRUE,love's,first,kiss,on,the,lips.,,132,kiss,12
Emma bragged to her friends that she had gotten her first kiss on the lips.,295,MC,Emma,bragged,to,her,friends,that,she,had,gotten,her,first,kiss,on,the,lips.,,132,kiss,12
She didn't want to make a judgement based on the first kiss on the lips.,296,LC,She,didn't,want,to,make,a,judgement,based,on,the,first,kiss,on,the,lips.,,132,kiss,12
They were cutting the cake using a silver knife that was valuable.,297,HC,They,were,cutting,the,cake,using,a,silver,knife,that,was,valuable.,,,,,112,knife,9
We decided to buy the cook a silver knife that was valuable.,298,MC,We,decided,to,buy,the,cook,a,silver,knife,that,was,valuable.,,,,,112,knife,9
"When my grandfather died, I inherited a silver knife that was valuable.",299,LC,When,my,grandfather,"died,",I,inherited,a,silver,knife,that,was,valuable.,,,,,112,knife,9
The wide highway downtown has more than six lanes of traffic.,300,HC,The,wide,highway,downtown,has,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9
The group of bikers crossed more than six lanes of traffic.,301,MC,The,group,of,bikers,crossed,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9
The marathon runners will cross more than six lanes of traffic.,302,LC,The,marathon,runners,will,cross,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9
The birthday card was funny and made me laugh at work.,303,HC,The,birthday,card,was,funny,and,made,me,laugh,at,work.,,,,,,125,laugh,9
The coach of our team always made me laugh at work.,304,MC,The,coach,of,our,team,always,made,me,laugh,at,work.,,,,,,125,laugh,9
My supervisor and coworkers have never seen me laugh at work.,305,LC,My,supervisor,and,coworkers,have,never,seen,me,laugh,at,work.,,,,,,125,laugh,9
The owner paid the children to mow the lawn in front of his house.,306,HC,The,owner,paid,the,children,to,mow,the,lawn,in,front,of,his,house.,,,92,lawn,9
We saw our neighbor was working on the lawn in front of his house.,307,MC,We,saw,our,neighbor,was,working,on,the,lawn,in,front,of,his,house.,,,92,lawn,9
We saw the man walking barefoot across the lawn in front of his house.,308,LC,We,saw,the,man,walking,barefoot,across,the,lawn,in,front,of,his,house.,,,92,lawn,9
"When the company sued him, he decided to hire a lawyer right away.",309,HC,When,the,company,sued,"him,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11
"When he crashed his car, he decided to hire a lawyer right away.",310,MC,When,he,crashed,his,"car,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11
"When he crashed his car, he decided to call a lawyer right away.",311,LC,When,he,crashed,his,"car,",he,decided,to,call,a,lawyer,right,away.,,,,49,lawyer,11
The motorcycle jacket was made out of black leather and tough fabric.,312,HC,The,motorcycle,jacket,was,made,out,of,black,leather,and,tough,fabric.,,,,,124,leather,9
Her new skirt was made out of black leather and tough fabric.,313,MC,Her,new,skirt,was,made,out,of,black,leather,and,tough,fabric.,,,,,124,leather,9
"For her project, she bought lots of black leather and tough fabric.",314,LC,For,her,"project,",she,bought,lots,of,black,leather,and,tough,fabric.,,,,,124,leather,9
Bill raked up all the leaves in front of his condo.,315,HC,Bill,raked,up,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6
The breeze lifted all the leaves in front of his condo.,316,MC,The,breeze,lifted,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6
Watson gathered up all the leaves in front of his condo.,317,LC,Watson,gathered,up,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6
"Because Peter never told the truth, everyone knew he was a liar with real issues.",318,HC,Because,Peter,never,told,the,"truth,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12
"When Peter's dark secret was discovered, everyone knew he was a liar with real issues.",319,MC,When,Peter's,dark,secret,was,"discovered,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12
"When Peter got out of prison, everyone knew he was a liar with real issues.",320,LC,When,Peter,got,out,of,"prison,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12
"Because it was overdue, Billy returned the book to the library down the street.",321,HC,Because,it,was,"overdue,",Billy,returned,the,book,to,the,library,down,the,street.,,,141,library,11
To get some peace and quiet he went to the library down the street.,322,MC,To,get,some,peace,and,quiet,he,went,to,the,library,down,the,street.,,,141,library,11
"After finishing up at the store, they went to the library down the street.",323,LC,After,finishing,up,at,the,"store,",they,went,to,the,library,down,the,street.,,,141,library,11
"It was dark in the bedroom, so she turned on the light in the corner.",324,HC,It,was,dark,in,the,"bedroom,",so,she,turned,on,the,light,in,the,corner.,,70,light,12
She couldn't read the book because her brother was blocking the light in the corner.,325,MC,She,couldn't,read,the,book,because,her,brother,was,blocking,the,light,in,the,corner.,,70,light,12
You can damage your vision if you keep staring at the light in the corner.,326,LC,You,can,damage,your,vision,if,you,keep,staring,at,the,light,in,the,corner.,,70,light,12
"Before meeting Brad, she put on black eyeliner and some red lipstick that looked nice.",327,HC,Before,meeting,"Brad,",she,put,on,black,eyeliner,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12
"At the premier, she wore a black dress and some red lipstick that looked nice.",328,MC,At,the,"premier,",she,wore,a,black,dress,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12
"At the store, she bought some black pens and some red lipstick that looked nice.",329,LC,At,the,"store,",she,bought,some,black,pens,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12
I had to go inside because the jackhammer was very loud and annoying.,330,HC,I,had,to,go,inside,because,the,jackhammer,was,very,loud,and,annoying.,,,,12,loud,11
The kid who was playing on the playground was very loud and annoying.,331,MC,The,kid,who,was,playing,on,the,playground,was,very,loud,and,annoying.,,,,12,loud,11
"She saw her coworker at the bar, who was very loud and annoying.",332,LC,She,saw,her,coworker,at,the,"bar,",who,was,very,loud,and,annoying.,,,,12,loud,11
"He didn't eat breakfast, and he forgot to pack his lunch and his thermos.",333,HC,He,didn't,eat,"breakfast,",and,he,forgot,to,pack,his,lunch,and,his,thermos.,,,21,lunch,11
"For the student's daytrip, he had forgotten to bring his lunch and his thermos.",334,MC,For,the,student's,"daytrip,",he,had,forgotten,to,bring,his,lunch,and,his,thermos.,,,21,lunch,11
He was late because he had to pick up his lunch and his thermos.,335,LC,He,was,late,because,he,had,to,pick,up,his,lunch,and,his,thermos.,,,21,lunch,11
The gentleman lit the candle using a single match which was surprising.,336,HC,The,gentleman,lit,the,candle,using,a,single,match,which,was,surprising.,,,,,148,match,9
The forest fire was started by a single match which was surprising.,337,MC,The,forest,fire,was,started,by,a,single,match,which,was,surprising.,,,,,148,match,9
None of the man's coworkers had a single match which was surprising.,338,LC,,of,the,man's,coworkers,had,a,single,match,which,was,surprising.,,,,,148,match,9
Ben was great at remembering numbers because he had a good memory since childhood.,339,HC,Ben,was,great,at,remembering,numbers,because,he,had,a,good,memory,since,childhood.,,,22,memory,12
Ben always did well in Biology because he had a good memory since childhood.,340,MC,Ben,always,did,well,in,Biology,because,he,had,a,good,memory,since,childhood.,,,22,memory,12
Ben was always an excellent employee because he had a good memory since childhood.,341,LC,Ben,was,always,an,excellent,employee,because,he,had,a,good,memory,since,childhood.,,,22,memory,12
The dairy cow produced a lot of milk that looks fresh.,342,HC,The,dairy,cow,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8
The large jug held a lot of milk that looks fresh.,343,MC,The,large,jug,held,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8
The local farmers produced a lot of milk that looks fresh.,344,LC,The,local,farmers,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8
The hikers climbed to the summit of the mountain in the Adirondacks.,345,HC,The,hikers,climbed,to,the,summit,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9
The couple camped near the side of the mountain in the Adirondacks.,346,MC,The,couple,camped,near,the,side,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9
The scholars learned about the history of the mountain in the Adirondacks.,347,LC,The,scholars,learned,about,the,history,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9
"After the body was discovered, our neighbor was arrested for murder and arson.",348,HC,After,the,body,was,"discovered,",our,neighbor,was,arrested,for,murder,and,arson.,,,,208,murder,11
Our son was innocent and shouldn't have been arrested for murder and arson.,349,MC,Our,son,was,innocent,and,shouldn't,have,been,arrested,for,murder,and,arson.,,,,208,murder,11
"When the building burned down, the man was arrested for murder and arson.",350,LC,When,the,building,burned,"down,",the,man,was,arrested,for,murder,and,arson.,,,,208,murder,11
"Before the weight lifting tournament, he needed to build some muscle real fast.",351,HC,Before,the,weight,lifting,"tournament,",he,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11
The head of the cheerleading squad needed to build some muscle real fast.,352,MC,The,head,of,the,cheerleading,squad,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11
"After arriving at the campus, he wanted to build some muscle real fast.",353,LC,After,arriving,at,the,"campus,",he,wanted,to,build,some,muscle,real,fast.,,,,53,muscle,11
"The burgers were messy, so he made sure to grab a napkin made of linen.",354,HC,The,burgers,were,"messy,",so,he,made,sure,to,grab,a,napkin,made,of,linen.,,34,napkin,12
"At the diner, the waitress had forgotten to bring him a napkin made of linen.",355,MC,At,the,"diner,",the,waitress,had,forgotten,to,bring,him,a,napkin,made,of,linen.,,34,napkin,12
When he was walking past the kitchen he accidentally dropped a napkin made of linen.,356,LC,When,he,was,walking,past,the,kitchen,he,accidentally,dropped,a,napkin,made,of,linen.,,34,napkin,12
They had to walk single file because the path was too narrow and cramped.,357,HC,They,had,to,walk,single,file,because,the,path,was,too,narrow,and,cramped.,,,108,narrow,12
They decided to use the elevator because the stairwell was too narrow and cramped.,358,MC,They,decided,to,use,the,elevator,because,the,stairwell,was,too,narrow,and,cramped.,,,108,narrow,12
They decided not to go rafting because the river was too narrow and cramped.,359,LC,They,decided,not,to,go,rafting,because,the,river,was,too,narrow,and,cramped.,,,108,narrow,12
"Of all the animals, the giraffe is known for its long neck and distinctive colors.",360,HC,Of,all,the,"animals,",the,giraffe,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12
"Of all the animals, the flamingo is known for its long neck and distinctive colors.",361,MC,Of,all,the,"animals,",the,flamingo,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12
"Of all the animals, the peacock is known for its long neck and distinctive colors.",362,LC,Of,all,the,"animals,",the,peacock,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12
She couldn't get the thread through the eye of the needle while quilting.,363,HC,She,couldn't,get,the,thread,through,the,eye,of,the,needle,while,quilting.,,,,193,needle,11
The woman accidentally poked herself with the tip of the needle while quilting.,364,MC,The,woman,accidentally,poked,herself,with,the,tip,of,the,needle,while,quilting.,,,,193,needle,11
During arts and crafts she broke the tip of the needle while quilting.,365,LC,During,arts,and,crafts,she,broke,the,tip,of,the,needle,while,quilting.,,,,193,needle,11
"Before laying its eggs, the robin had to build a nest made of twigs.",366,HC,Before,laying,its,"eggs,",the,robin,had,to,build,a,nest,made,of,twigs.,,,207,nest,11
"Up in the poplar tree, the stray cat found a nest made of twigs.",367,MC,Up,in,the,poplar,"tree,",the,stray,cat,found,a,nest,made,of,twigs.,,,207,nest,11
"While cleaning up outside, Jerry had to throw away a nest made of twigs.",368,LC,While,cleaning,up,"outside,",Jerry,had,to,throw,away,a,nest,made,of,twigs.,,,207,nest,11
The volleyball shot barely made it over the net in the high school gym.,369,HC,The,volleyball,shot,barely,made,it,over,the,net,in,the,high,school,gym.,,,54,net,9
The referee saw the ball roll under the net in the high school gym.,370,MC,The,referee,saw,the,ball,roll,under,the,net,in,the,high,school,gym.,,,54,net,9
Samantha and Karen suspected it was under the net in the high school gym.,371,LC,Samantha,and,Karen,suspected,it,was,under,the,net,in,the,high,school,gym.,,,54,net,9
"Because they are nocturnal creatures, all bats hunt at night in the city.",372,HC,Because,they,are,nocturnal,"creatures,",all,bats,hunt,at,night,in,the,city.,,,,184,night,10
