words,itemnum,used_in_expt2,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,gpt2,gpt2prob,gpt2region,gpt2regionprob,glovedistmin,glovedistmean,unigram,unigramregion,wlen,wlenregion
She had to be interviewed by the lawyer and the doctor at the clinic.,164,True,LC,She,had,to,be,interviewed,by,the,lawyer,and,the,doctor,at,the,clinic.,,,133,doctor,11,4.2494965,0.014271419,8.34469,0.00023765504,0.7004913387926532,0.7938621540239337,4.583414,8.2678189,6,11
The bird typically used to symbolize peace is a white dove with outstretched wings.,165,False,HC,The,bird,typically,used,to,symbolize,peace,is,a,white,dove,with,outstretched,wings.,,,180,dove,11,3.6466432,0.026078524,15.472704,1.9067338e-07,0.5692049911665685,0.8655642791010124,5.718365,13.9844538,4,20
"Perched up on the powerline he saw a small, white dove with outstretched wings.",166,False,MC,Perched,up,on,the,powerline,he,saw,a,"small,",white,dove,with,outstretched,wings.,,,180,dove,11,8.134008,0.0002933898,20.92255,8.193169e-10,0.7429838109312326,0.8685374673662298,5.718365,13.9844538,4,20
In the corner of his eye he saw a white dove with outstretched wings.,167,False,LC,In,the,corner,of,his,eye,he,saw,a,white,dove,with,outstretched,wings.,,,180,dove,11,7.503026,0.0005514133,19.567825,3.175422e-09,0.8369568550761675,0.8688597579136117,5.718365,13.9844538,4,20
Maria thought she looked great in her little black dress with sequins.,168,True,HC,Maria,thought,she,looked,great,in,her,little,black,dress,with,sequins.,,,,,128,dress,10,1.1090219,0.32988146,15.624633,1.6379784e-07,0.6881438336141308,0.8285053669434372,4.7715206,14.5861552,5,17
"In her bedroom, she was looking for her black dress with sequins.",169,True,MC,In,her,"bedroom,",she,was,looking,for,her,black,dress,with,sequins.,,,,,128,dress,10,3.8703718,0.020850616,17.623394,2.2195106e-08,0.6881438336141308,0.7931936791735095,4.7715206,14.5861552,5,17
"When she moved away, my girlfriend sold the black dress with sequins.",170,True,LC,When,she,moved,"away,",my,girlfriend,sold,the,black,dress,with,sequins.,,,,,128,dress,10,4.2750425,0.013911457,20.625952,1.1022064e-09,0.6881438336141308,0.9087053754714352,4.7715206,14.5861552,5,17
He was very thirsty and needed something to drink at the bar.,171,False,HC,He,was,very,thirsty,and,needed,something,to,drink,at,the,bar.,,,,,153,drink,9,0.3344986,0.7156968,6.34351,0.0017581201,0.5552310087035395,0.7499699461561049,4.5492043,8.2336092,5,10
"At the restaurant, he didn't want anything to drink at the bar.",172,False,MC,At,the,"restaurant,",he,didn't,want,anything,to,drink,at,the,bar.,,,,,153,drink,9,8.621141,0.00018025438,13.855063,9.612191e-07,0.7123492483249814,0.8101144423554698,4.5492043,8.2336092,5,10
"When school ended, my friends just wanted to drink at the bar.",173,False,LC,When,school,"ended,",my,friends,just,wanted,to,drink,at,the,bar.,,,,,153,drink,9,5.8752704,0.002808035,11.836452,7.2359308e-06,0.8527223635818176,0.9475495283280926,4.5492043,8.2336092,5,10
The lake had dried up after last year's drought in California.,174,False,HC,The,lake,had,dried,up,after,last,year's,drought,in,California.,,,,,,8,drought,9,3.7099614,0.024478467,11.733312,8.02209e-06,0.8026455630224283,0.8188831487751407,5.1259875,11.7764961,7,20
They mortgaged all their land after last year's drought in California.,175,False,MC,They,mortgaged,all,their,land,after,last,year's,drought,in,California.,,,,,,8,drought,9,4.187394,0.015185805,13.574772,1.2721886e-06,0.7342490472116356,0.8475454672453459,5.1259875,11.7764961,7,20
They started filming a documentary about last year's drought in California.,176,False,LC,They,started,filming,a,documentary,about,last,year's,drought,in,California.,,,,,,8,drought,9,6.86175,0.0010470798,12.737984,2.937406e-06,0.8026455630224283,0.9158407049555118,5.1259875,11.7764961,7,20
My wife hangs the wet clothes outside to dry behind the barn.,177,False,HC,My,wife,hangs,the,wet,clothes,outside,to,dry,behind,the,barn.,,,,,96,dry,9,2.8362389,0.058645826,12.921093,2.4459107e-06,0.3699049989444327,0.7802570253397116,4.6223693,9.6279715,3,12
The farmer was waiting for the field to dry behind the barn.,178,False,MC,The,farmer,was,waiting,for,the,field,to,dry,behind,the,barn.,,,,,96,dry,9,2.351543,0.09522212,12.749375,2.904134e-06,0.894314381270903,0.9214025292834068,4.6223693,9.6279715,3,12
The driver was waiting for the car to dry behind the barn.,179,False,LC,The,driver,was,waiting,for,the,car,to,dry,behind,the,barn.,,,,,96,dry,9,8.1417265,0.0002911341,16.4521,7.1605015e-08,0.9452033850602096,0.9905434509149574,4.6223693,9.6279715,3,12
"Her fridge was empty, and she had nothing to eat while she waited.",180,False,HC,Her,fridge,was,"empty,",and,she,had,nothing,to,eat,while,she,waited.,,,,36,eat,10,0.82519007,0.43815172,7.4147787,0.00060228567,0.6850525005833399,0.7803937783275762,4.3550763,10.5409603,3,11
"The premiere was starting, and she had nothing to eat while she waited.",181,False,MC,The,premiere,was,"starting,",and,she,had,nothing,to,eat,while,she,waited.,,,,36,eat,10,5.0261936,0.0065637473,12.1255,5.4195393e-06,0.7594177713085701,0.9406049696848484,4.3550763,10.5409603,3,11
"My cousin was bored, and she had nothing to eat while she waited.",182,False,LC,My,cousin,was,"bored,",and,she,had,nothing,to,eat,while,she,waited.,,,,36,eat,10,2.9179084,0.054046612,9.707851,6.0804217e-05,0.7594177713085701,0.8215359429919592,4.3550763,10.5409603,3,11
The hen was going to lay some more eggs after sunrise.,183,True,HC,The,hen,was,going,to,lay,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,0.082758985,0.920573,15.349934,2.1558003e-07,0.5637061664476641,0.7922521699897048,4.8668795,14.2540798,4,17
The man really wanted to fry some more eggs after sunrise.,184,True,MC,The,man,really,wanted,to,fry,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,2.6917188,0.067764364,18.733904,7.3108675e-09,0.468092638383235,0.8379381665308864,4.8668795,14.2540798,4,17
The girl was planning to buy some more eggs after sunrise.,185,True,LC,The,girl,was,planning,to,buy,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,5.0494146,0.0064130863,21.048256,7.2253453e-10,0.857573068319988,0.954305561612236,4.8668795,14.2540798,4,17
The senator campaigned in order to win the election that was weeks away.,186,False,HC,The,senator,campaigned,in,order,to,win,the,election,that,was,weeks,away.,,,,83,election,9,3.7761743,0.022910172,11.255209,1.2939719e-05,0.5546585578349241,0.7135423215719788,3.9728744,8.1730556,8,15
The senator's wife was very angry about the election that was weeks away.,187,False,MC,The,senator's,wife,was,very,angry,about,the,election,that,was,weeks,away.,,,,83,election,9,5.438592,0.0043455977,13.801889,1.0137144e-06,0.5933122797613929,0.8589041817197312,3.9728744,8.1730556,8,15
My roommate needed to learn more about the election that was weeks away.,188,False,LC,My,roommate,needed,to,learn,more,about,the,election,that,was,weeks,away.,,,,83,election,9,8.901283,0.00013621402,15.888385,1.2582362e-07,0.9879923096914752,1.0574416852328787,3.9728744,8.1730556,8,15
"In Santa's workshop, the toys are made by the elves on Christmas Eve.",189,False,HC,In,Santa's,"workshop,",the,toys,are,made,by,the,elves,on,Christmas,Eve.,,,,197,elves,10,5.7267747,0.003257567,15.712225,1.5006086e-07,0.5159657329525884,0.8099556661740686,5.969257,12.561321399999999,5,16
His children thought the games were made by the elves on Christmas Eve.,190,False,MC,His,children,thought,the,games,were,made,by,the,elves,on,Christmas,Eve.,,,,197,elves,10,8.20691,0.0002727622,18.33984,1.0841983e-08,0.8511134568161869,0.8989012622468949,5.969257,12.561321399999999,5,16
Timmy wanted to hear another bedtime story about the elves on Christmas Eve.,191,False,LC,Timmy,wanted,to,hear,another,bedtime,story,about,the,elves,on,Christmas,Eve.,,,,197,elves,10,8.64186,0.0001765582,18.535275,8.917283e-09,0.8719007988977655,0.9535511135308912,5.969257,12.561321399999999,5,16
"Melissa was crying, and we saw tears in her eyes which were bright blue.",192,False,HC,Melissa,was,"crying,",and,we,saw,tears,in,her,eyes,which,were,bright,blue.,,,10,eyes,10,0.03650676,0.96415156,9.712345,6.0531594e-05,0.5467318525761398,0.777567363408259,4.1955132,9.5522094,4,13
"During the checkup, the doctor looked carefully into her eyes which were bright blue.",193,False,MC,During,the,"checkup,",the,doctor,looked,carefully,into,her,eyes,which,were,bright,blue.,,,10,eyes,10,1.585279,0.20489062,8.6241455,0.00017971371,0.6202820031333682,0.7694040916953415,4.1955132,9.5522094,4,13
Her new wallpaper was the same color as her eyes which were bright blue.,194,False,LC,Her,new,wallpaper,was,the,same,color,as,her,eyes,which,were,bright,blue.,,,10,eyes,10,7.8480706,0.00039050466,16.613464,6.093462e-08,0.6433133701485572,0.8522003551596944,4.1955132,9.5522094,4,13
Old McDonald had plenty of animals on his farm in Pennsylvania.,195,False,HC,Old,McDonald,had,plenty,of,animals,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,3.9876032,0.018544108,14.505192,5.01736e-07,0.6618789097656641,0.8673016888945241,4.6238256,11.891056599999999,4,19
My uncle planted lots of trees on his farm in Pennsylvania.,196,False,MC,My,uncle,planted,lots,of,trees,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,1.8094295,0.16374752,10.913204,1.821611e-05,0.687888719640074,0.7547700998869071,4.6238256,11.891056599999999,4,19
My uncle is installing solar panels on his farm in Pennsylvania.,197,False,LC,My,uncle,is,installing,solar,panels,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,4.336065,0.01308793,12.016726,6.0423017e-06,0.7668369648551651,0.8604007822309137,4.6238256,11.891056599999999,4,19
"Because he loved to work the land, Jim became a farmer in his hometown.",198,True,HC,Because,he,loved,to,work,the,"land,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,3.4772303,0.030892856,9.21887,9.9150646e-05,0.7438940432671475,0.9082995150026668,5.191993,9.4614026,6,11
"After returning home from the big city, Jim became a farmer in his hometown.",199,True,MC,After,returning,home,from,the,big,"city,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,6.647381,0.0012974158,12.062037,5.774624e-06,0.8450520561339571,0.928290906936003,5.191993,9.4614026,6,11
"After he returned home from his travels, Jim became a farmer in his hometown.",200,True,LC,After,he,returned,home,from,his,"travels,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,7.014822,0.00089846575,12.503276,3.714465e-06,0.8450520561339571,0.8952259469549662,5.191993,9.4614026,6,11
"Before mopping, he had to sweep the floor because the boss insisted.",201,False,HC,Before,"mopping,",he,had,to,sweep,the,floor,because,the,boss,insisted.,,,,,32,floor,8,1.8036041,0.1647042,9.050891,0.000117286494,0.6152588362092912,0.7118663540706008,4.3666654,8.6835808,5,15
All the books were stacked on the floor because the boss insisted.,202,False,MC,All,the,books,were,stacked,on,the,floor,because,the,boss,insisted.,,,,,32,floor,8,2.7695875,0.06268786,11.659561,8.636085e-06,0.7879309534473652,0.8847485955120156,4.3666654,8.6835808,5,15
After the party the butler cleaned the floor because the boss insisted.,203,False,LC,After,the,party,the,butler,cleaned,the,floor,because,the,boss,insisted.,,,,,32,floor,8,3.624771,0.026655197,13.185906,1.8768675e-06,0.7148559428438094,0.7959829183287221,4.3666654,8.6835808,5,15
"To keep the dough from sticking, she dusted her hands with flour from the store.",204,False,HC,To,keep,the,dough,from,"sticking,",she,dusted,her,hands,with,flour,from,the,store.,,146,flour,12,3.5620463,0.02838069,9.812858,5.474319e-05,0.3554635051500572,0.7145965112599632,5.2466493,8.9473328,5,12
The chef dumped out the measuring cup that was filled with flour from the store.,205,False,MC,The,chef,dumped,out,the,measuring,cup,that,was,filled,with,flour,from,the,store.,,146,flour,12,4.5313067,0.010766597,9.952555,4.760586e-05,0.490509894554384,0.7456076154624608,5.2466493,8.9473328,5,12
"At the end of the day, her clothes were covered with flour from the store.",206,False,LC,At,the,end,of,the,"day,",her,clothes,were,covered,with,flour,from,the,store.,,146,flour,12,7.6203904,0.00049035036,13.74653,1.0714158e-06,0.8182273136368182,0.8976847520528006,5.2466493,8.9473328,5,12
"Pam received a rose, but preferred any other species of flower according to Alan.",207,True,HC,Pam,received,a,"rose,",but,preferred,any,other,species,of,flower,according,to,Alan.,,,185,flower,11,2.808425,0.060299892,10.843743,1.9526396e-05,0.5299856142830017,0.8308006868841215,5.26986,10.391232,6,17
"As an anniversary gift, she received a rare kind of flower according to Alan.",208,True,MC,As,an,anniversary,"gift,",she,received,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11,5.698882,0.003349708,15.829125,1.335052e-07,0.6705390059889554,0.8586192291025456,5.26986,10.391232,6,17
Charlotte finished reading a book about a rare kind of flower according to Alan.,209,True,LC,Charlotte,finished,reading,a,book,about,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11,6.6167164,0.0013378166,17.050388,3.9365016e-08,0.8948970544117156,0.942486545104226,5.26986,10.391232,6,17
"After the goose injured its wing, it could no longer fly or move around.",210,False,HC,After,the,goose,injured,its,"wing,",it,could,no,longer,fly,or,move,around.,,,172,fly,11,1.1867856,0.30520073,9.074977,0.000114495284,0.6845649396104401,0.8136062807817938,4.5282283,10.7277465,3,9
"When it's locked in a cage, it can no longer fly or move around.",211,False,MC,When,it's,locked,in,a,"cage,",it,can,no,longer,fly,or,move,around.,,,172,fly,11,6.679253,0.0012567162,13.286669,1.6969657e-06,0.8065004951722224,0.8786359763950334,4.5282283,10.7277465,3,9
"When he dropped the new toy, it could no longer fly or move around.",212,False,LC,When,he,dropped,the,new,"toy,",it,could,no,longer,fly,or,move,around.,,,172,fly,11,5.7516584,0.0031775066,14.27642,6.3071e-07,0.8320403373415625,0.8917158597771159,4.5282283,10.7277465,3,9
"The editor, who hates Times New Roman, decided to switch the font of the magazine.",213,False,HC,The,"editor,",who,hates,Times,New,"Roman,",decided,to,switch,the,font,of,the,magazine.,,181,font,12,4.9113245,0.00736273,9.637241,6.525282e-05,0.695189502105579,0.8787711243643008,5.2273717,8.137992,4,9
"Brenda is the editor, and she recently decided to switch the font of the magazine.",214,False,MC,Brenda,is,the,"editor,",and,she,recently,decided,to,switch,the,font,of,the,magazine.,,181,font,12,6.6616397,0.0012790475,11.727631,8.067793e-06,0.695189502105579,0.922154023807088,5.2273717,8.137992,4,9
Brenda had a change of heart and decided to switch the font of the magazine.,215,False,LC,Brenda,had,a,change,of,heart,and,decided,to,switch,the,font,of,the,magazine.,,181,font,12,7.5110188,0.00054702355,12.897324,2.504745e-06,0.7898541094901055,0.9454957053813278,5.2273717,8.137992,4,9
"To display the beautiful photo, she ordered an elegant frame made of silver.",216,True,HC,To,display,the,beautiful,"photo,",she,ordered,an,elegant,frame,made,of,silver.,,,,150,frame,10,6.7446666,0.0011771411,11.69845,8.306683e-06,0.7425695841064901,0.8089129358107385,4.57858,9.342122199999999,5,11
The burglar stole the painting but left the elegant frame made of silver.,217,True,MC,The,burglar,stole,the,painting,but,left,the,elegant,frame,made,of,silver.,,,,150,frame,10,5.8618073,0.0028460952,15.505434,1.8453365e-07,0.8012253248619778,0.8713376305570215,4.57858,9.342122199999999,5,11
"While she was shopping yesterday, she bought an elegant frame made of silver.",218,True,LC,While,she,was,shopping,"yesterday,",she,bought,an,elegant,frame,made,of,silver.,,,,150,frame,10,8.620664,0.00018034053,13.651315,1.178445e-06,0.8045293836598185,0.9413771264125156,4.57858,9.342122199999999,5,11
Apples are definitely his favorite type of fruit as well.,219,False,HC,Apples,are,definitely,his,favorite,type,of,fruit,as,well.,,,,,,,178,fruit,8,1.3869038,0.2498477,9.414733,8.1514234e-05,0.5963124034711498,0.8208127868087424,4.796037,11.0433688,5,12
The farmers were selling a lot of fruit as well.,220,False,MC,The,farmers,were,selling,a,lot,of,fruit,as,well.,,,,,,,178,fruit,8,4.061624,0.017221028,11.712642,8.189631e-06,0.6645540506005623,0.8248407204524495,4.796037,11.0433688,5,12
Jason brought his parents a lot of fruit as well.,221,False,LC,Jason,brought,his,parents,a,lot,of,fruit,as,well.,,,,,,,178,fruit,8,7.958471,0.00034968744,14.960252,3.1830626e-07,0.801200902232247,0.9337902665644684,4.796037,11.0433688,5,12
Gasoline usually costs about three dollars for a gallon in Virginia.,222,False,HC,Gasoline,usually,costs,about,three,dollars,for,a,gallon,in,Virginia.,,,,,,122,gallon,9,0.456621,0.63342035,12.064341,5.7613393e-06,0.5924728052533917,0.7524474716385738,5.4552073,12.5043973,6,17
The thirsty police officer could probably drink a gallon in Virginia.,223,False,MC,The,thirsty,police,officer,could,probably,drink,a,gallon,in,Virginia.,,,,,,122,gallon,9,3.3106856,0.036491144,21.623508,4.0647102e-10,0.7004908943432705,0.8601185879255432,5.4552073,12.5043973,6,17
The store always charged too much for a gallon in Virginia.,224,False,LC,The,store,always,charged,too,much,for,a,gallon,in,Virginia.,,,,,,122,gallon,9,5.233347,0.0053356374,20.122646,1.823248e-09,0.8063782930921455,0.8858195091056568,5.4552073,12.5043973,6,17
"Her vision was terrible, and she has to wear glasses in class.",225,True,HC,Her,vision,was,"terrible,",and,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,2.740757,0.064521484,14.258352,6.422089e-07,0.6037462638473761,0.7452099824004057,5.1571097,11.6772793,7,15
She looks very different when she has to wear glasses in class.,226,True,MC,She,looks,very,different,when,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,3.9784136,0.018715305,14.078919,7.6842764e-07,0.6700674451938355,0.8054340509796292,5.1571097,11.6772793,7,15
Her mother was adamant that she has to wear glasses in class.,227,True,LC,Her,mother,was,adamant,that,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,5.141052,0.005851532,14.854559,3.537912e-07,0.6700674451938355,0.8402917774572155,5.1571097,11.6772793,7,15
The doctor wore the sterile rubber gloves in the hospital.,228,True,HC,The,doctor,wore,the,sterile,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,1.08439,0.33810794,6.708025,0.0012210734,0.5638773764152936,0.6947906087845421,5.3370485,8.4224649,6,11
The trainee used the thick rubber gloves in the hospital.,229,True,MC,The,trainee,used,the,thick,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,3.3736396,0.034264702,9.107387,0.00011084402,0.5638773764152936,0.7936150401671129,5.3370485,8.4224649,6,11
The child carried the black rubber gloves in the hospital.,230,True,LC,The,child,carried,the,black,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,3.3833377,0.033934005,8.580106,0.00018780511,0.5638773764152936,0.7941562684029823,5.3370485,8.4224649,6,11
The soccer team celebrated after their player scored a goal during the game.,231,False,HC,The,soccer,team,celebrated,after,their,player,scored,a,goal,during,the,game.,,,,137,goal,10,0.8275193,0.43713233,5.0834002,0.0061987955,0.5154105618296354,0.7064243263148959,3.9693446,8.5504106,4,13
"Their team never won, because they never got a goal during the game.",232,False,MC,Their,team,never,"won,",because,they,never,got,a,goal,during,the,game.,,,,137,goal,10,4.568338,0.01037519,11.723821,8.098589e-06,0.6100730008111201,0.8495522172468584,3.9693446,8.5504106,4,13
He knew that it was important to have a goal during the game.,233,False,LC,He,knew,that,it,was,important,to,have,a,goal,during,the,game.,,,,137,goal,10,6.792853,0.001121764,14.140208,7.227458e-07,0.7515727952532807,0.865716730185891,3.9693446,8.5504106,4,13
The collector's most valuable coins were made of silver and gold from India.,234,False,HC,The,collector's,most,valuable,coins,were,made,of,silver,and,gold,from,India.,,,,215,gold,11,1.4619206,0.23179066,12.903907,2.48831e-06,0.1396268847431638,0.5856161957355083,4.316176,11.601427699999999,4,14
The miners were able to extract lots of iron and gold from India.,235,False,MC,The,miners,were,able,to,extract,lots,of,iron,and,gold,from,India.,,,,215,gold,11,3.1994274,0.04078555,14.612176,4.5082982e-07,0.6690742862780995,0.8519425697857591,4.316176,11.601427699999999,4,14
"Brazil is known to import lots of lumber, livestock, and gold from India.",236,False,LC,Brazil,is,known,to,import,lots,of,"lumber,","livestock,",and,gold,from,India.,,,,215,gold,11,6.8615546,0.0010472846,14.113728,7.421403e-07,0.8152450582784253,0.9090404679544924,4.316176,11.601427699999999,4,14
"Before eating dinner, the family held hands to say grace around the table.",237,False,HC,Before,eating,"dinner,",the,family,held,hands,to,say,grace,around,the,table.,,,,114,grace,10,10.177174,3.8028542e-05,23.496426,6.246432e-11,0.8786819718754614,0.9705798179883276,5.1500125,9.725349999999999,5,14
The family wondered whether the visitors wanted to say grace around the table.,238,False,MC,The,family,wondered,whether,the,visitors,wanted,to,say,grace,around,the,table.,,,,114,grace,10,12.164519,5.2121436e-06,24.064535,3.5392005e-11,0.9520181282034385,1.0208003077967334,5.1500125,9.725349999999999,5,14
Timmy listened to hear if the men would say grace around the table.,239,False,LC,Timmy,listened,to,hear,if,the,men,would,say,grace,around,the,table.,,,,114,grace,10,11.702039,8.2769275e-06,23.345737,7.2623144e-11,0.909346750374282,0.979378285418291,5.1500125,9.725349999999999,5,14
On the mashed potatoes she poured a delicious gravy that tastes great.,240,True,HC,On,the,mashed,potatoes,she,poured,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,4.5594006,0.010468332,13.489926,1.3848395e-06,0.3314880533659281,0.4744518244038039,5.903057,13.1058375,5,15
She thickened the stock to make a delicious gravy that tastes great.,241,True,MC,She,thickened,the,stock,to,make,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,4.977936,0.0068882667,13.312082,1.6543833e-06,0.4877626960035853,0.6878127743433546,5.903057,13.1058375,5,15
The restaurant was famous for making a delicious gravy that tastes great.,242,True,LC,The,restaurant,was,famous,for,making,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,6.8054376,0.0011077353,14.621786,4.4651802e-07,0.4877626960035853,0.7360302015902667,5.903057,13.1058375,5,15
The passwords were stolen by a brilliant hacker living in San Bernardino.,243,False,HC,The,passwords,were,stolen,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,1.2518723,0.28596887,9.242783,9.680784e-05,0.5669774108601207,0.7716018234325107,5.2100983,10.858972300000001,6,14
The security experts were arresting a brilliant hacker living in San Bernardino.,244,False,MC,The,security,experts,were,arresting,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,4.8337593,0.007956554,12.184677,5.10813e-06,0.6424240269336325,0.8533924821386905,5.2100983,10.858972300000001,6,14
The software was designed by a brilliant hacker living in San Bernardino.,245,False,LC,The,software,was,designed,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,5.3369174,0.0048106774,13.032751,2.1875003e-06,0.67071456349515,0.8645851620573562,5.2100983,10.858972300000001,6,14
The barber gave Brian a nice looking haircut with clean lines.,246,False,HC,The,barber,gave,Brian,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,2.2811031,0.102171436,12.799566,2.7619703e-06,0.5327592528805876,0.8304824667261721,5.913484,12.4195806,7,16
"That weekend, Brian got a nice looking haircut with clean lines.",247,False,MC,That,"weekend,",Brian,got,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,6.9435363,0.0009648516,19.366453,3.8837946e-09,0.8690705452282803,0.912100712230136,5.913484,12.4195806,7,16
We noticed Brian had a nice looking haircut with clean lines.,248,False,LC,We,noticed,Brian,had,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,5.400792,0.004513005,16.460218,7.10261e-08,0.8784537605973399,0.9066595184390938,5.913484,12.4195806,7,16
"The angry visitor said hello, but he refused to shake my hand at the office.",249,True,HC,The,angry,visitor,said,"hello,",but,he,refused,to,shake,my,hand,at,the,office.,,191,hand,12,0.017905675,0.9822537,6.330092,0.0017818699,0.831022307141699,0.9319732008512052,3.9810588,7.6654637,4,9
"I couldn't finish writing, because there was something wrong with my hand at the office.",250,True,MC,I,couldn't,finish,"writing,",because,there,was,something,wrong,with,my,hand,at,the,office.,,191,hand,12,5.512718,0.004035124,11.557966,9.559585e-06,0.7794513272369693,0.8848142286591285,3.9810588,7.6654637,4,9
I was very uncomfortable because I had a cramp in my hand at the office.,251,True,LC,I,was,very,uncomfortable,because,I,had,a,cramp,in,my,hand,at,the,office.,,191,hand,12,3.8017364,0.022331962,8.809234,0.00014934766,0.8940943788264314,0.9240663759618646,3.9810588,7.6654637,4,9
The child couldn't carry the luggage because it was too heavy and bulky.,252,False,HC,The,child,couldn't,carry,the,luggage,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,1.0002519,0.3677868,10.604006,2.48164e-05,0.710673674151935,0.8826136957077301,4.2239156,12.7909776,5,14
Ben didn't like his vacuum cleaner because it was too heavy and bulky.,253,False,MC,Ben,didn't,like,his,vacuum,cleaner,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,2.9050431,0.05474643,11.385767,1.135597e-05,0.771317014633496,0.9238354185416764,4.2239156,12.7909776,5,14
The hikers didn't buy the tent because it was too heavy and bulky.,254,False,LC,The,hikers,didn't,buy,the,tent,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,3.4469693,0.031841993,11.067175,1.5616619e-05,0.8162721603875766,0.9128640237548766,4.2239156,12.7909776,5,14
"They didn't have a puck or skates, so they couldn't play hockey at school.",255,False,HC,They,didn't,have,a,puck,or,"skates,",so,they,couldn't,play,hockey,at,school.,,,174,hockey,12,3.0187538,0.048862074,11.870331,6.994889e-06,0.4503898932210358,0.7393159913628504,4.7170296,11.7085051,6,15
My brother got his teeth knocked out while trying to play hockey at school.,256,False,MC,My,brother,got,his,teeth,knocked,out,while,trying,to,play,hockey,at,school.,,,174,hockey,12,4.0331364,0.01771867,10.429132,2.95587e-05,0.7350415004611163,0.936898928506613,4.7170296,11.7085051,6,15
"Because football season is over, Bill is now training to play hockey at school.",257,False,LC,Because,football,season,is,"over,",Bill,is,now,training,to,play,hockey,at,school.,,,174,hockey,12,6.5142,0.0014822409,16.9523,4.342202e-08,0.4184714739576486,0.7416984059483204,4.7170296,11.7085051,6,15
The fisherman attached the worm to the hook with the sharp point.,258,True,HC,The,fisherman,attached,the,worm,to,the,hook,with,the,sharp,point.,,,,,219,hook,8,3.500778,0.0301739,9.558691,7.0585134e-05,0.6063222924699164,0.7022503212998663,5.014935,8.5175141,4,11
We definitely saw the fish swallow the hook with the sharp point.,259,True,MC,We,definitely,saw,the,fish,swallow,the,hook,with,the,sharp,point.,,,,,219,hook,8,7.6718946,0.00046573463,13.759563,1.0575418e-06,0.8075334170379671,0.8903638929321437,5.014935,8.5175141,4,11
James didn't have enough money for the hook with the sharp point.,260,True,LC,James,didn't,have,enough,money,for,the,hook,with,the,sharp,point.,,,,,219,hook,8,9.874831,5.1453546e-05,19.51172,3.3586705e-09,0.8658211757908422,0.912271298879478,5.014935,8.5175141,4,11
"To water the huge garden, they needed a long hose with an attachment.",261,True,HC,To,water,the,huge,"garden,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,2.9382696,0.052957285,9.560181,7.048006e-05,0.6692655850099554,0.8127271002994422,5.7625666,10.4238506,4,10
"Outside in the back yard, they needed a long hose with an attachment.",262,True,MC,Outside,in,the,back,"yard,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,6.0517683,0.0023536964,13.650148,1.1798203e-06,0.81139366119553,0.8532100462912033,5.7625666,10.4238506,4,10
"Over at the loading dock, they needed a long hose with an attachment.",263,True,LC,Over,at,the,loading,"dock,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,6.6831145,0.0012518729,14.134253,7.2706314e-07,0.81139366119553,0.8669160640027317,5.7625666,10.4238506,4,10
"For their anniversary in Seattle, they booked a room at a nice hotel in town.",264,False,HC,For,their,anniversary,in,"Seattle,",they,booked,a,room,at,a,nice,hotel,in,town.,,131,hotel,13,2.0545073,0.12815596,10.243319,3.559453e-05,0.5454425049167213,0.7346191846576073,4.5219555,11.2342231,5,12
"For the wedding reception, they were supposed to meet at a nice hotel in town.",265,False,MC,For,the,wedding,"reception,",they,were,supposed,to,meet,at,a,nice,hotel,in,town.,,131,hotel,13,2.569215,0.07659564,10.159929,3.8690003e-05,0.6670540783786486,0.8218014348368919,4.5219555,11.2342231,5,12
